"ID","N2_set6","N2_set5","e113_set6","e113_set5","padj","log2FoldChange","pvalue","stat","foldChange","log10padj"
"WBGene00017751",14.0376442757018,10.1474580695007,83.6013031302922,87.2798227941255,0.00010533427213698,2.81539102334024,4.1444941810536e-06,21.1968300724601,7.03910020352538,3.97743030138518
"WBGene00017789",353.949173523053,481.440510630757,1458.04653673664,1257.85626968004,2.29817965944566e-05,1.70141664285936,5.78839296173425e-07,24.9814708688742,3.25220149128445,4.63861602349108
"WBGene00017806",31.0833551819112,15.7849347747789,83.6013031302922,100.970775389282,0.00804967087042808,1.97153572208548,0.00113846002133357,10.5876433788736,3.92185370962856,2.09422187641214
"WBGene00017959",15.0403331525377,9.01996272844509,136.349744391072,102.682144463677,3.84400900265147e-06,3.30275243606382,6.37408690848558e-08,29.2462072825864,9.86796388790313,5.41521560388661
"WBGene00017991",475.274527620191,345.013574363025,1867.09576990986,2632.08563641892,1.96111500020985e-08,2.455044583748,1.48045576721098e-10,41.0544649222983,5.48330066828519,7.70749693846268
"WBGene00018041",48.1290660881206,48.4822996653924,247.818148564795,195.951759018184,1.20012335041449e-05,2.19890635329151,2.54030255065438e-07,26.5709856564598,4.59131161933924,4.92077411424301
"WBGene00018052",39.104866196598,40.5898322780029,544.403723955593,296.922534407466,4.49137329250177e-09,3.39973246255092,2.70819569172897e-11,44.3772241459947,10.5541059214445,8.34762084782387
"WBGene00018057",5.01344438417923,1.12749534105564,47.7721732173098,23.9591670415246,0.00894364715483326,3.51846402120975,0.00129652268283118,10.3474699195874,11.4594350922674,2.04848534292496
"WBGene00018060",47.1263772112847,116.132020128731,334.405212521169,296.922534407466,0.00299849283222078,1.95443290570754,0.000341452641468266,12.8280981933244,3.8756355342063,2.52309698498884
"WBGene00018061",79.2124212700318,102.602076036063,354.310284695048,230.179140506076,0.00150622195553757,1.68520700225226,0.00014247661987561,14.4691141407935,3.21586535196788,2.82211102616814
