Sequence ID,Wormbase ID,Category 1,Category 2,Category 3
C09H5.3,WBGene00006188,Transmembrane protein,Transmembrane protein,Transmembrane protein
M01D1.1,WBGene00006195,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y9C9A.7,WBGene00006199,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y17G9A.5,WBGene00006216,Transmembrane protein,Transmembrane protein,Transmembrane protein
R08C7.7,WBGene00006228,Transmembrane protein,Transmembrane protein,Transmembrane protein
T23D5.7,WBGene00006086,Transmembrane protein,Transmembrane protein,Transmembrane protein
F43C9.4,WBGene00003245,Transmembrane protein,Transmembrane protein,Transmembrane protein
F01F1.13,WBGene00003252,Transmembrane protein,Transmembrane protein,Transmembrane protein
C30B5.9,WBGene00194710,Transmembrane protein,Transmembrane protein,Transmembrane protein
F35D2.4,WBGene00018042,Transmembrane protein,Transmembrane protein,Transmembrane protein
C29F5.4,WBGene00003403,Transmembrane protein,Transmembrane protein,Transmembrane protein
K01A2.8,WBGene00019282,Transmembrane protein,Transmembrane protein,Transmembrane protein
T06A4.2,WBGene00020282,Transmembrane protein,Transmembrane protein,Transmembrane protein
F09G8.9,WBGene00017323,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK337.5,WBGene00003471,Transmembrane protein,Transmembrane protein,Transmembrane protein
C08B11.4,WBGene00003813,Transmembrane protein,Transmembrane protein,Transmembrane protein
F14F4.1,WBGene00008808,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y102E9.1,WBGene00003851,Transmembrane protein,Transmembrane protein,Transmembrane protein
C02C6.2,WBGene00007260,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0334.11,WBGene00003868,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0212.1,WBGene00015035,Transmembrane protein,Transmembrane protein,Transmembrane protein
D1065.1,WBGene00017034,Transmembrane protein,Transmembrane protein,Transmembrane protein
F14B8.7,WBGene00017449,Transmembrane protein,Transmembrane protein,Transmembrane protein
F45F2.1,WBGene00018477,Transmembrane protein,Transmembrane protein,Transmembrane protein
F45F2.6,WBGene00018479,Transmembrane protein,Transmembrane protein,Transmembrane protein
F45F2.7,WBGene00018480,Transmembrane protein,Transmembrane protein,Transmembrane protein
H19J13.1,WBGene00010403,Transmembrane protein,Transmembrane protein,Transmembrane protein
F18G5.2,WBGene00003981,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y55F3AL.1,WBGene00004047,Transmembrane protein,Transmembrane protein,Transmembrane protein
K04B12.1,WBGene00004048,Transmembrane protein,Transmembrane protein,Transmembrane protein
F08B12.1,WBGene00008571,Transmembrane protein,Transmembrane protein,Transmembrane protein
F53F1.8,WBGene00005720,Transmembrane protein,Transmembrane protein,Transmembrane protein
F29B9.4,WBGene00004205,Transmembrane protein,Transmembrane protein,Transmembrane protein
R05D11.5,WBGene00011033,Transmembrane protein,Transmembrane protein,Transmembrane protein
R05D7.3,WBGene00011028,Transmembrane protein,Transmembrane protein,Transmembrane protein
R12C12.6,WBGene00020026,Transmembrane protein,Transmembrane protein,Transmembrane protein
R13A5.6,WBGene00020049,Transmembrane protein,Transmembrane protein,Transmembrane protein
R13G10.4,WBGene00011260,Transmembrane protein,Transmembrane protein,Transmembrane protein
R144.11,WBGene00020099,Transmembrane protein,Transmembrane protein,Transmembrane protein
R144.12,WBGene00043060,Transmembrane protein,Transmembrane protein,Transmembrane protein
R144.6,WBGene00020096,Transmembrane protein,Transmembrane protein,Transmembrane protein
R166.2,WBGene00011302,Transmembrane protein,Transmembrane protein,Transmembrane protein
T24C2.1,WBGene00004301,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0240.1,WBGene00004359,Transmembrane protein,Transmembrane protein,Transmembrane protein
F58E10.1,WBGene00010259,Transmembrane protein,Transmembrane protein,Transmembrane protein
K09E2.4,WBGene00004369,Transmembrane protein,Transmembrane protein,Transmembrane protein
C44C10.9,WBGene00008089,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28B4.3,WBGene00017892,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28E10.2,WBGene00017901,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK1251.7,WBGene00014242,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y51F10.10,WBGene00021771,Transmembrane protein,Transmembrane protein,Transmembrane protein
C45H4.1,WBGene00016685,Transmembrane protein,Transmembrane protein,Transmembrane protein
C45H4.7,WBGene00016689,Transmembrane protein,Transmembrane protein,Transmembrane protein
F30B5.6,WBGene00017935,Transmembrane protein,Transmembrane protein,Transmembrane protein
K02A2.4,WBGene00005130,Transmembrane protein,Transmembrane protein,Transmembrane protein
F13A7.2,WBGene00005140,Transmembrane protein,Transmembrane protein,Transmembrane protein
F13A7.13,WBGene00008728,Transmembrane protein,Transmembrane protein,Transmembrane protein
F09E5.4,WBGene00005226,Transmembrane protein,Transmembrane protein,Transmembrane protein
R08H2.12,WBGene00005326,Transmembrane protein,Transmembrane protein,Transmembrane protein
F14F9.1,WBGene00005347,Transmembrane protein,Transmembrane protein,Transmembrane protein
K08G2.2,WBGene00005366,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK228.8,WBGene00005393,Transmembrane protein,Transmembrane protein,Transmembrane protein
D1065.4,WBGene00005420,Transmembrane protein,Transmembrane protein,Transmembrane protein
C35D6.1,WBGene00005436,Transmembrane protein,Transmembrane protein,Transmembrane protein
W05H5.4,WBGene00005250,Transmembrane protein,Transmembrane protein,Transmembrane protein
W02H5.6,WBGene00005477,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y94A7B.6,WBGene00005504,Transmembrane protein,Transmembrane protein,Transmembrane protein
W06D12.7,WBGene00005254,Transmembrane protein,Transmembrane protein,Transmembrane protein
M02H5.9,WBGene00005256,Transmembrane protein,Transmembrane protein,Transmembrane protein
T03D3.4,WBGene00005259,Transmembrane protein,Transmembrane protein,Transmembrane protein
T09F5.6,WBGene00005277,Transmembrane protein,Transmembrane protein,Transmembrane protein
T21B4.10,WBGene00005287,Transmembrane protein,Transmembrane protein,Transmembrane protein
T21B4.6,WBGene00005288,Transmembrane protein,Transmembrane protein,Transmembrane protein
DC2.2,WBGene00005299,Transmembrane protein,Transmembrane protein,Transmembrane protein
C41G6.14,WBGene00005538,Transmembrane protein,Transmembrane protein,Transmembrane protein
F11A5.11,WBGene00005547,Transmembrane protein,Transmembrane protein,Transmembrane protein
K07E8.9,WBGene00005557,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0462.2,WBGene00005580,Transmembrane protein,Transmembrane protein,Transmembrane protein
T06E6.4,WBGene00005519,Transmembrane protein,Transmembrane protein,Transmembrane protein
C14C6.10,WBGene00005585,Transmembrane protein,Transmembrane protein,Transmembrane protein
D2062.10,WBGene00005588,Transmembrane protein,Transmembrane protein,Transmembrane protein
T28A11.12,WBGene00005599,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK262.10,WBGene00005614,Transmembrane protein,Transmembrane protein,Transmembrane protein
F31F4.8,WBGene00005594,Transmembrane protein,Transmembrane protein,Transmembrane protein
F58G6.2,WBGene00010273,Transmembrane protein,Transmembrane protein,Transmembrane protein
F36D3.3,WBGene00005654,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK1037.3,WBGene00014191,Transmembrane protein,Transmembrane protein,Transmembrane protein
F47D2.4,WBGene00018555,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y5H2B.7,WBGene00021169,Transmembrane protein,Transmembrane protein,Transmembrane protein
C18H7.8,WBGene00015998,Transmembrane protein,Transmembrane protein,Transmembrane protein
F31F4.13,WBGene00005687,Transmembrane protein,Transmembrane protein,Transmembrane protein
C50C10.5,WBGene00005695,Transmembrane protein,Transmembrane protein,Transmembrane protein
R07B5.6,WBGene00005699,Transmembrane protein,Transmembrane protein,Transmembrane protein
C45H4.5,WBGene00005709,Transmembrane protein,Transmembrane protein,Transmembrane protein
C28C12.13,WBGene00005670,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y105C5B.6,WBGene00005726,Transmembrane protein,Transmembrane protein,Transmembrane protein
F32A7.2,WBGene00005840,Transmembrane protein,Transmembrane protein,Transmembrane protein
T24E12.4,WBGene00006002,Transmembrane protein,Transmembrane protein,Transmembrane protein
F49C5.1,WBGene00006010,Transmembrane protein,Transmembrane protein,Transmembrane protein
C44B12.4,WBGene00005904,Transmembrane protein,Transmembrane protein,Transmembrane protein
T01C4.4,WBGene00005925,Transmembrane protein,Transmembrane protein,Transmembrane protein
C01G10.2,WBGene00005970,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y7A9C.3,WBGene00012419,Transmembrane protein,Transmembrane protein,Transmembrane protein
F10A3.5,WBGene00006161,Transmembrane protein,Transmembrane protein,Transmembrane protein
C13B7.5,WBGene00006170,Transmembrane protein,Transmembrane protein,Transmembrane protein
T10H9.6,WBGene00006224,Transmembrane protein,Transmembrane protein,Transmembrane protein
C12D8.12,WBGene00006226,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y102A5C.28,WBGene00006249,Transmembrane protein,Transmembrane protein,Transmembrane protein
C06C6.3,WBGene00006262,Transmembrane protein,Transmembrane protein,Transmembrane protein
F41B5.8,WBGene00006279,Transmembrane protein,Transmembrane protein,Transmembrane protein
C45H4.15,WBGene00006281,Transmembrane protein,Transmembrane protein,Transmembrane protein
T10H4.2,WBGene00006153,Transmembrane protein,Transmembrane protein,Transmembrane protein
F37C12.16,WBGene00005074,Transmembrane protein,Transmembrane protein,Transmembrane protein
C45H4.9,WBGene00016691,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y49C4A.1,WBGene00021706,Transmembrane protein,Transmembrane protein,Transmembrane protein
R09E12.8,WBGene00044091,Transmembrane protein,Transmembrane protein,Transmembrane protein
T19E7.5,WBGene00005083,Transmembrane protein,Transmembrane protein,Transmembrane protein
C01B4.4,WBGene00005139,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZC455.7,WBGene00013907,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y43B11AR.6,WBGene00005206,Transmembrane protein,Transmembrane protein,Transmembrane protein
C02E7.2,WBGene00005246,Transmembrane protein,Transmembrane protein,Transmembrane protein
C04F2.2,WBGene00005431,Transmembrane protein,Transmembrane protein,Transmembrane protein
C04F2.3,WBGene00005438,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28B1.7,WBGene00005462,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y94A7B.3,WBGene00005495,Transmembrane protein,Transmembrane protein,Transmembrane protein
T27E7.8,WBGene00005285,Transmembrane protein,Transmembrane protein,Transmembrane protein
T11F9.17,WBGene00005235,Transmembrane protein,Transmembrane protein,Transmembrane protein
T22H2.1,WBGene00005524,Transmembrane protein,Transmembrane protein,Transmembrane protein
F15H9.3,WBGene00005529,Transmembrane protein,Transmembrane protein,Transmembrane protein
F19F10.2,WBGene00005534,Transmembrane protein,Transmembrane protein,Transmembrane protein
F47B8.12,WBGene00044112,Transmembrane protein,Transmembrane protein,Transmembrane protein
T27C10.1,WBGene00020856,Transmembrane protein,Transmembrane protein,Transmembrane protein
C33A12.9,WBGene00005668,Transmembrane protein,Transmembrane protein,Transmembrane protein
C44C3.10,WBGene00005863,Transmembrane protein,Transmembrane protein,Transmembrane protein
F32A7.1,WBGene00005839,Transmembrane protein,Transmembrane protein,Transmembrane protein
K04F1.3,WBGene00005845,Transmembrane protein,Transmembrane protein,Transmembrane protein
F59E11.1,WBGene00005892,Transmembrane protein,Transmembrane protein,Transmembrane protein
R10D12.4,WBGene00005901,Transmembrane protein,Transmembrane protein,Transmembrane protein
C14C6.1,WBGene00005898,Transmembrane protein,Transmembrane protein,Transmembrane protein
F19B2.1,WBGene00008941,Transmembrane protein,Transmembrane protein,Transmembrane protein
C09G12.6,WBGene00015656,Transmembrane protein,Transmembrane protein,Transmembrane protein
C09H5.9,WBGene00006179,Transmembrane protein,Transmembrane protein,Transmembrane protein
C12D5.1,WBGene00006194,Transmembrane protein,Transmembrane protein,Transmembrane protein
F36H5.7,WBGene00006223,Transmembrane protein,Transmembrane protein,Transmembrane protein
C07G3.6,WBGene00006256,Transmembrane protein,Transmembrane protein,Transmembrane protein
C07G3.4,WBGene00006257,Transmembrane protein,Transmembrane protein,Transmembrane protein
C01B4.3,WBGene00006284,Transmembrane protein,Transmembrane protein,Transmembrane protein
F07C4.1,WBGene00006112,Transmembrane protein,Transmembrane protein,Transmembrane protein
T23D5.12,WBGene00006073,Transmembrane protein,Transmembrane protein,Transmembrane protein
C01B4.10,WBGene00006136,Transmembrane protein,Transmembrane protein,Transmembrane protein
T21B4.7,WBGene00005290,Transmembrane protein,Transmembrane protein,Transmembrane protein
F21F8.10,WBGene00006183,Transmembrane protein,Transmembrane protein,Transmembrane protein
C06B3.9,WBGene00006278,Transmembrane protein,Transmembrane protein,Transmembrane protein
C18F3.2,WBGene00004732,Transmembrane protein,Transmembrane protein,Transmembrane protein
C03F11.3,WBGene00015389,Transmembrane protein,Transmembrane protein,Transmembrane protein
F11C1.3,WBGene00008692,Transmembrane protein,Transmembrane protein,Transmembrane protein
F07A5.3,WBGene00008542,Transmembrane protein,Transmembrane protein,Transmembrane protein
H20J18.1,WBGene00004739,Transmembrane protein,Transmembrane protein,Transmembrane protein
F49E11.6,WBGene00009892,Transmembrane protein,Transmembrane protein,Transmembrane protein
H10D18.2,WBGene00019178,Transmembrane protein,Transmembrane protein,Transmembrane protein
H10D18.4,WBGene00019179,Transmembrane protein,Transmembrane protein,Transmembrane protein
F02E11.5,WBGene00017183,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y51H7C.2,WBGene00021780,Transmembrane protein,Transmembrane protein,Transmembrane protein
F49E11.10,WBGene00009895,Transmembrane protein,Transmembrane protein,Transmembrane protein
C39E9.4,WBGene00008028,Transmembrane protein,Transmembrane protein,Transmembrane protein
M01D7.2,WBGene00004743,Transmembrane protein,Transmembrane protein,Transmembrane protein
F57C7.3,WBGene00004749,Transmembrane protein,Transmembrane protein,Transmembrane protein
F45D3.5,WBGene00004759,Transmembrane protein,Transmembrane protein,Transmembrane protein
F35H12.3,WBGene00004769,Transmembrane protein,Transmembrane protein,Transmembrane protein
C54H2.5,WBGene00004788,Transmembrane protein,Transmembrane protein,Transmembrane protein
K05C4.11,WBGene00010587,Transmembrane protein,Transmembrane protein,Transmembrane protein
AC3.10,WBGene00004964,Transmembrane protein,Transmembrane protein,Transmembrane protein
T02E1.1,WBGene00004966,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y113G7A.10,WBGene00013747,Transmembrane protein,Transmembrane protein,Transmembrane protein
F25H8.7,WBGene00004974,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y52B11A.1,WBGene00013121,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK524.1,WBGene00004958,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0240.2,WBGene00007117,Transmembrane protein,Transmembrane protein,Transmembrane protein
T08A9.10,WBGene00004991,Transmembrane protein,Transmembrane protein,Transmembrane protein
AH6.4,WBGene00005027,Transmembrane protein,Transmembrane protein,Transmembrane protein
F44F4.5,WBGene00005036,Transmembrane protein,Transmembrane protein,Transmembrane protein
F44F4.13,WBGene00005037,Transmembrane protein,Transmembrane protein,Transmembrane protein
F44F4.7,WBGene00005038,Transmembrane protein,Transmembrane protein,Transmembrane protein
F35C5.2,WBGene00005040,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28C12.1,WBGene00005043,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28C12.2,WBGene00005044,Transmembrane protein,Transmembrane protein,Transmembrane protein
AH6.6,WBGene00005028,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28C12.4,WBGene00005046,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28C12.5,WBGene00005047,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28C12.7,WBGene00005048,Transmembrane protein,Transmembrane protein,Transmembrane protein
T06G6.1,WBGene00005049,Transmembrane protein,Transmembrane protein,Transmembrane protein
T26E3.9,WBGene00005051,Transmembrane protein,Transmembrane protein,Transmembrane protein
T19D12.8,WBGene00005052,Transmembrane protein,Transmembrane protein,Transmembrane protein
F18C5.1,WBGene00005053,Transmembrane protein,Transmembrane protein,Transmembrane protein
F18C5.6,WBGene00005054,Transmembrane protein,Transmembrane protein,Transmembrane protein
F18C5.8,WBGene00005055,Transmembrane protein,Transmembrane protein,Transmembrane protein
C56C10.5,WBGene00005057,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0304.5,WBGene00005058,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0304.6,WBGene00005059,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0304.8,WBGene00005061,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0304.9,WBGene00005062,Transmembrane protein,Transmembrane protein,Transmembrane protein
T21H8.3,WBGene00005064,Transmembrane protein,Transmembrane protein,Transmembrane protein
T21H8.4,WBGene00005065,Transmembrane protein,Transmembrane protein,Transmembrane protein
AH6.8,WBGene00005030,Transmembrane protein,Transmembrane protein,Transmembrane protein
AH6.10,WBGene00005032,Transmembrane protein,Transmembrane protein,Transmembrane protein
AH6.11,WBGene00005033,Transmembrane protein,Transmembrane protein,Transmembrane protein
AH6.12,WBGene00005034,Transmembrane protein,Transmembrane protein,Transmembrane protein
AH6.14,WBGene00005035,Transmembrane protein,Transmembrane protein,Transmembrane protein
C04F5.4,WBGene00015446,Transmembrane protein,Transmembrane protein,Transmembrane protein
C36C5.7,WBGene00016476,Transmembrane protein,Transmembrane protein,Transmembrane protein
C36C5.8,WBGene00016477,Transmembrane protein,Transmembrane protein,Transmembrane protein
C47A10.6,WBGene00008128,Transmembrane protein,Transmembrane protein,Transmembrane protein
F59A7.3,WBGene00019091,Transmembrane protein,Transmembrane protein,Transmembrane protein
R10H1.2,WBGene00019999,Transmembrane protein,Transmembrane protein,Transmembrane protein
R13D11.6,WBGene00020060,Transmembrane protein,Transmembrane protein,Transmembrane protein
T20D4.1,WBGene00020607,Transmembrane protein,Transmembrane protein,Transmembrane protein
T20D4.18,WBGene00020623,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y40B10A.3,WBGene00021488,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y64G10A.8,WBGene00013417,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK697.7,WBGene00022807,Transmembrane protein,Transmembrane protein,Transmembrane protein
C04F5.6,WBGene00015448,Transmembrane protein,Transmembrane protein,Transmembrane protein
C33G8.5,WBGene00016363,Transmembrane protein,Transmembrane protein,Transmembrane protein
C36C5.10,WBGene00016479,Transmembrane protein,Transmembrane protein,Transmembrane protein
C36C5.11,WBGene00016480,Transmembrane protein,Transmembrane protein,Transmembrane protein
C36C5.2,WBGene00016471,Transmembrane protein,Transmembrane protein,Transmembrane protein
C36C5.6,WBGene00016475,Transmembrane protein,Transmembrane protein,Transmembrane protein
C27D6.10,WBGene00005066,Transmembrane protein,Transmembrane protein,Transmembrane protein
F23F12.11,WBGene00005075,Transmembrane protein,Transmembrane protein,Transmembrane protein
F23F12.10,WBGene00005076,Transmembrane protein,Transmembrane protein,Transmembrane protein
F58A6.10,WBGene00019027,Transmembrane protein,Transmembrane protein,Transmembrane protein
F58A6.11,WBGene00019028,Transmembrane protein,Transmembrane protein,Transmembrane protein
C48B6.5,WBGene00016743,Transmembrane protein,Transmembrane protein,Transmembrane protein
F58A6.6,WBGene00019025,Transmembrane protein,Transmembrane protein,Transmembrane protein
F01D4.7,WBGene00008489,Transmembrane protein,Transmembrane protein,Transmembrane protein
C54F6.7,WBGene00016925,Transmembrane protein,Transmembrane protein,Transmembrane protein
C54F6.11,WBGene00016928,Transmembrane protein,Transmembrane protein,Transmembrane protein
C27D6.9,WBGene00005067,Transmembrane protein,Transmembrane protein,Transmembrane protein
C27D6.8,WBGene00005068,Transmembrane protein,Transmembrane protein,Transmembrane protein
C27D6.6,WBGene00005070,Transmembrane protein,Transmembrane protein,Transmembrane protein
R05H5.6,WBGene00005071,Transmembrane protein,Transmembrane protein,Transmembrane protein
F37C12.17,WBGene00005072,Transmembrane protein,Transmembrane protein,Transmembrane protein
F37C12.15,WBGene00005073,Transmembrane protein,Transmembrane protein,Transmembrane protein
F54B8.10,WBGene00010024,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y39G10AR.22,WBGene00021477,Transmembrane protein,Transmembrane protein,Transmembrane protein
T24A6.5,WBGene00020746,Transmembrane protein,Transmembrane protein,Transmembrane protein
F33H1.5,WBGene00005079,Transmembrane protein,Transmembrane protein,Transmembrane protein
C04E6.10,WBGene00005093,Transmembrane protein,Transmembrane protein,Transmembrane protein
C04E6.9,WBGene00005094,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y2H9A.2,WBGene00005095,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y40H7A.5,WBGene00005101,Transmembrane protein,Transmembrane protein,Transmembrane protein
M01B2.2,WBGene00005106,Transmembrane protein,Transmembrane protein,Transmembrane protein
T19H12.4,WBGene00005111,Transmembrane protein,Transmembrane protein,Transmembrane protein
R04D3.6,WBGene00005114,Transmembrane protein,Transmembrane protein,Transmembrane protein
R04D3.8,WBGene00005117,Transmembrane protein,Transmembrane protein,Transmembrane protein
B0495.1,WBGene00005149,Transmembrane protein,Transmembrane protein,Transmembrane protein
C12D5.11,WBGene00015712,Transmembrane protein,Transmembrane protein,Transmembrane protein
T07H8.7,WBGene00020333,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y39C12A.5,WBGene00012707,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y39C12A.3,WBGene00012705,Transmembrane protein,Transmembrane protein,Transmembrane protein
F36D1.2,WBGene00009462,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK265.5,WBGene00013957,Transmembrane protein,Transmembrane protein,Transmembrane protein
F37B4.9,WBGene00018139,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y57A10C.4,WBGene00013282,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y57A10C.3,WBGene00013281,Transmembrane protein,Transmembrane protein,Transmembrane protein
T07C12.6,WBGene00011570,Transmembrane protein,Transmembrane protein,Transmembrane protein
F57G9.4,WBGene00010220,Transmembrane protein,Transmembrane protein,Transmembrane protein
F57G9.2,WBGene00010218,Transmembrane protein,Transmembrane protein,Transmembrane protein
F57G9.1,WBGene00010217,Transmembrane protein,Transmembrane protein,Transmembrane protein
W05H5.7,WBGene00012288,Transmembrane protein,Transmembrane protein,Transmembrane protein
T13F2.5,WBGene00011745,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y57A10B.4,WBGene00013276,Transmembrane protein,Transmembrane protein,Transmembrane protein
W07G1.2,WBGene00012329,Transmembrane protein,Transmembrane protein,Transmembrane protein
F54F11.3,WBGene00010071,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y39G8B.4,WBGene00012725,Transmembrane protein,Transmembrane protein,Transmembrane protein
C50E10.9,WBGene00016832,Transmembrane protein,Transmembrane protein,Transmembrane protein
C50E10.10,WBGene00016833,Transmembrane protein,Transmembrane protein,Transmembrane protein
C50E10.5,WBGene00016828,Transmembrane protein,Transmembrane protein,Transmembrane protein
C50E10.3,WBGene00016827,Transmembrane protein,Transmembrane protein,Transmembrane protein
C50E10.8,WBGene00016831,Transmembrane protein,Transmembrane protein,Transmembrane protein
F28H7.9,WBGene00009242,Transmembrane protein,Transmembrane protein,Transmembrane protein
K02E11.2,WBGene00010511,Transmembrane protein,Transmembrane protein,Transmembrane protein
T04A8.1,WBGene00005168,Transmembrane protein,Transmembrane protein,Transmembrane protein
T23F11.5,WBGene00005170,Transmembrane protein,Transmembrane protein,Transmembrane protein
F26B1.6,WBGene00005171,Transmembrane protein,Transmembrane protein,Transmembrane protein
C34C6.1,WBGene00005172,Transmembrane protein,Transmembrane protein,Transmembrane protein
F15A4.4,WBGene00005173,Transmembrane protein,Transmembrane protein,Transmembrane protein
F15A4.7,WBGene00005174,Transmembrane protein,Transmembrane protein,Transmembrane protein
C18F10.5,WBGene00005160,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZC204.4,WBGene00005177,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y25C1A.9,WBGene00005178,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y25C1A.10,WBGene00005179,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y25C1A.11,WBGene00005180,Transmembrane protein,Transmembrane protein,Transmembrane protein
T09D3.5,WBGene00005182,Transmembrane protein,Transmembrane protein,Transmembrane protein
C10G8.1,WBGene00005183,Transmembrane protein,Transmembrane protein,Transmembrane protein
T09D3.7,WBGene00005184,Transmembrane protein,Transmembrane protein,Transmembrane protein
T09D3.2,WBGene00005185,Transmembrane protein,Transmembrane protein,Transmembrane protein
T09D3.6,WBGene00005186,Transmembrane protein,Transmembrane protein,Transmembrane protein
C18F10.6,WBGene00005161,Transmembrane protein,Transmembrane protein,Transmembrane protein
W02F12.7,WBGene00005187,Transmembrane protein,Transmembrane protein,Transmembrane protein
T21C9.7,WBGene00005189,Transmembrane protein,Transmembrane protein,Transmembrane protein
F21F8.1,WBGene00005190,Transmembrane protein,Transmembrane protein,Transmembrane protein
K04C1.6,WBGene00005193,Transmembrane protein,Transmembrane protein,Transmembrane protein
K04C1.1,WBGene00005194,Transmembrane protein,Transmembrane protein,Transmembrane protein
T19C4.8,WBGene00005195,Transmembrane protein,Transmembrane protein,Transmembrane protein
T19C4.2,WBGene00005196,Transmembrane protein,Transmembrane protein,Transmembrane protein
T12A2.12,WBGene00005162,Transmembrane protein,Transmembrane protein,Transmembrane protein
T19C4.4,WBGene00005197,Transmembrane protein,Transmembrane protein,Transmembrane protein
T19C4.3,WBGene00005198,Transmembrane protein,Transmembrane protein,Transmembrane protein
T19C4.9,WBGene00005199,Transmembrane protein,Transmembrane protein,Transmembrane protein
F31E9.2,WBGene00005201,Transmembrane protein,Transmembrane protein,Transmembrane protein
C51F7.2,WBGene00005202,Transmembrane protein,Transmembrane protein,Transmembrane protein
C53A5.8,WBGene00005204,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y43B11AR.5,WBGene00005205,Transmembrane protein,Transmembrane protein,Transmembrane protein
T12A2.11,WBGene00005163,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y43B11AR.2,WBGene00005207,Transmembrane protein,Transmembrane protein,Transmembrane protein
Y40H7A.8,WBGene00005208,Transmembrane protein,Transmembrane protein,Transmembrane protein
T02B11.1,WBGene00005210,Transmembrane protein,Transmembrane protein,Transmembrane protein
W09D12.3,WBGene00005211,Transmembrane protein,Transmembrane protein,Transmembrane protein
W09D12.2,WBGene00005212,Transmembrane protein,Transmembrane protein,Transmembrane protein
C24B9.10,WBGene00005213,Transmembrane protein,Transmembrane protein,Transmembrane protein
C24B9.14,WBGene00005214,Transmembrane protein,Transmembrane protein,Transmembrane protein
C24B9.7,WBGene00005216,Transmembrane protein,Transmembrane protein,Transmembrane protein
T12A2.13,WBGene00005164,Transmembrane protein,Transmembrane protein,Transmembrane protein
C24B9.15,WBGene00005217,Transmembrane protein,Transmembrane protein,Transmembrane protein
C24B9.11,WBGene00005218,Transmembrane protein,Transmembrane protein,Transmembrane protein
C24B9.12,WBGene00005219,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZK678.6,WBGene00005221,Transmembrane protein,Transmembrane protein,Transmembrane protein
T05C3.8,WBGene00005222,Transmembrane protein,Transmembrane protein,Transmembrane protein
T05C3.7,WBGene00005223,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZC317.4,WBGene00005224,Transmembrane protein,Transmembrane protein,Transmembrane protein
ZC317.5,WBGene00005225,Transmembrane protein,Transmembrane protein,Transmembrane protein
